Team, W/L, 3Point,Opp3Point
MIN,W,0.333,0.4
MIN,L,0.583,0.231
MIN,L,0.5,0.457
MIN,W,0.4,0.333
MIN,W,0.385,0.429
MIN,L,0.261,0.351
NOP,L,0.28,0.31
NOP,L,0.444,0.45
NOP,W,0.313,0.333
NOP,L,0.3,0.345
NOP,W,0.406,0.35
NOP,W,0.394,0.375
NOP,L,0.25,0.471
NOP,L,0.258,0.273
NOP,W,0.241,0.265
NOP,W,0.29,0.262
NOP,W,0.4,0.375
NOP,L,0.419,0.381
NOP,W,0.375,0.385
NOP,W,0.394,0.472
NOP,L,0.37,0.471
NOP,L,0.364,0.514
NOP,W,0.28,0.314
NOP,W,0.292,0.25
NOP,W,0.333,0.1
NOP,L,0.355,0.303
NOP,L,0.4,0.391
NOP,L,0.5,0.4
NOP,W,0.484,0.314
NOP,L,0.41,0.485
NOP,W,0.387,0.457
NOP,L,0.357,0.433
NOP,W,0.625,0.31
NOP,L,0.545,0.378
NOP,W,0.52,0.296
NOP,L,0.441,0.444
NOP,L,0.25,0.4
NOP,W,0.333,0.2
NOP,W,0.6,0.313
NOP,W,0.515,0.5
NOP,L,0.258,0.564
NOP,L,0.231,0.263
NOP,W,0.467,0.219
NOP,L,0.207,0.5
NOP,W,0.273,0.296
NOP,L,0.314,0.263
NOP,W,0.368,0.286
NOP,W,0.281,0.353
NOP,W,0.259,0.38
NOP,L,0.37,0.25
NOP,W,0.259,0.429
NOP,W,0.364,0.258
NOP,W,0.346,0.286
NOP,W,0.407,0.333
NOP,L,0.257,0.321
NOP,L,0.36,0.385
NOP,W,0.542,0.25
NOP,L,0.242,0.476
NOP,L,0.364,0.667
NOP,L,0.258,0.412
NOP,W,0.375,0.356
NOP,W,0.412,0.257
NOP,W,0.438,0.455
NOP,W,0.258,0.333
NOP,W,0.333,0.28
NOP,W,0.286,0.292
NOP,W,0.346,0.346
NOP,W,0.462,0.435
NOP,W,0.433,0.259
NOP,W,0.423,0.321
NOP,L,0.3,0.346
NOP,L,0.286,0.375
NOP,W,0.409,0.269
NOP,L,0.375,0.269
NOP,L,0.333,0.366
NOP,W,0.333,0.346
NOP,W,0.4,0.286
NOP,W,0.348,0.318
NOP,W,0.25,0.436
NOP,L,0.286,0.383
NYK,L,0.292,0.289
NYK,L,0.267,0.3
NYK,L,0.083,0.483
NYK,W,0.333,0.379
NYK,W,0.464,0.303
NYK,W,0.406,0.439
NYK,L,0.296,0.365
NYK,W,0.308,0.281
NYK,W,0.261,0.48
NYK,W,0.48,0.405
NYK,L,0.417,0.464
NYK,W,0.444,0.318
NYK,L,0.32,0.356
NYK,W,0.429,0.486
NYK,L,0.391,0.346
NYK,W,0.382,0.313
NYK,W,0.333,0.368
NYK,L,0.4,0.419
NYK,L,0.235,0.383
NYK,L,0.333,0.333
NYK,W,0.385,0.263
NYK,L,0.333,0.214
NYK,L,0.261,0.423
NYK,W,0.643,0.429
NYK,L,0.292,0.28
NYK,W,0.294,0.29
NYK,W,0.409,0.371
NYK,W,0.5,0.286
NYK,W,0.609,0.444
NYK,L,0.167,0.45
NYK,W,0.571,0.342
NYK,L,0.333,0.4
NYK,L,0.267,0.357
NYK,L,0.174,0.357
NYK,L,0.357,0.45
NYK,W,0.263,0.231
NYK,L,0.318,0.37
NYK,L,0.368,0.391
NYK,L,0.385,0.286
NYK,W,0.375,0.25
NYK,L,0.455,0.455
NYK,L,0.5,0.37
NYK,L,0.353,0.281
NYK,W,0.563,0.344
NYK,L,0.259,0.357
NYK,W,0.55,0.355
NYK,L,0.48,0.385
NYK,L,0.409,0.433
NYK,L,0.381,0.5
NYK,W,0.36,0.333
NYK,W,0.5,0.243
NYK,L,0.176,0.423
NYK,L,0.2,0.292
NYK,L,0.217,0.455
NYK,L,0.217,0.308
NYK,L,0.259,0.372
NYK,L,0.257,0.429
NYK,L,0.25,0.526
NYK,L,0.474,0.318
NYK,W,0.28,0.458
NYK,L,0.222,0.394
NYK,L,0.4,0.484
NYK,L,0.44,0.36
NYK,L,0.286,0.433
NYK,L,0.368,0.606
NYK,L,0.25,0.444
NYK,L,0.333,0.457
NYK,L,0.32,0.4
NYK,L,0.25,0.405
NYK,W,0.462,0.273
NYK,W,0.314,0.1
NYK,L,0.323,0.441
NYK,L,0.429,0.385
NYK,W,0.273,0.316
OKC,W,0.289,0.292
OKC,L,0.333,0.31
OKC,L,0.355,0.4
OKC,W,0.37,0.345
OKC,L,0.286,0.364
OKC,W,0.382,0.27
OKC,W,0.429,0.29
OKC,L,0.371,0.464
OKC,L,0.333,0.35
OKC,L,0.27,0.375
OKC,L,0.367,0.333
OKC,W,0.423,0.4
OKC,W,0.469,0.297
OKC,W,0.267,0.379
OKC,L,0.391,0.4
OKC,L,0.314,0.28
OKC,W,0.32,0.323
OKC,L,0.25,0.378
OKC,L,0.371,0.429
OKC,L,0.375,0.433
OKC,W,0.308,0.5
OKC,W,0.273,0.286
OKC,W,0.222,0.333
OKC,L,0.292,0.297
OKC,W,0.353,0.394
OKC,L,0.346,0.52
OKC,W,0.448,0.355
OKC,W,0.429,0.283
OKC,L,0.444,0.609
OKC,W,0.292,0.324
OKC,W,0.348,0.226
OKC,W,0.52,0.469
OKC,W,0.414,0.231
OKC,W,0.444,0.324
OKC,W,0.36,0.289
OKC,L,0.28,0.31
OKC,L,0.313,0.441
OKC,W,0.467,0.333
OKC,W,0.441,0.3
OKC,L,0.296,0.436
OKC,L,0.419,0.435
OKC,L,0.24,0.35
OKC,W,0.308,0.321
OKC,W,0.3,0.233
OKC,W,0.343,0.385
OKC,W,0.467,0.27
OKC,W,0.28,0.421
OKC,W,0.333,0.457
OKC,W,0.424,0.364
OKC,W,0.303,0.379
OKC,L,0.281,0.28
OKC,L,0.321,0.395
OKC,L,0.25,0.542
OKC,L,0.28,0.433
OKC,W,0.387,0.286
OKC,L,0.235,0.323
OKC,W,0.432,0.214
OKC,L,0.314,0.444
OKC,W,0.472,0.519
OKC,W,0.4,0.444
OKC,L,0.265,0.447
OKC,W,0.44,0.414
OKC,W,0.278,0.361
OKC,W,0.324,0.44
OKC,L,0.222,0.333
OKC,L,0.353,0.515
OKC,W,0.394,0.243
OKC,W,0.357,0.5
OKC,W,0.444,0.364
OKC,W,0.457,0.419
OKC,W,0.344,0.423
OKC,W,0.476,0.5
OKC,L,0.37,0.361
OKC,W,0.308,0.433
OKC,L,0.296,0.265
ORL,W,0.381,0.267
ORL,L,0.545,0.333
ORL,W,0.486,0.28
ORL,W,0.348,0.314
ORL,W,0.478,0.167
ORL,L,0.333,0.333
ORL,W,0.471,0.25
ORL,W,0.448,0.333
ORL,L,0.286,0.483
ORL,L,0.207,0.333
ORL,W,0.464,0.417
ORL,W,0.464,0.208
ORL,L,0.355,0.414
ORL,L,0.313,0.348
ORL,L,0.379,0.519
ORL,L,0.276,0.412
ORL,L,0.342,0.4
ORL,L,0.324,0.348
ORL,L,0.375,0.405
ORL,L,0.387,0.471
ORL,L,0.39,0.577
ORL,W,0.433,0.375
ORL,L,0.393,0.5
ORL,W,0.214,0.333
ORL,L,0.313,0.176
ORL,W,0.214,0.407
ORL,L,0.238,0.286
ORL,L,0.382,0.515
ORL,L,0.333,0.462
ORL,L,0.345,0.444
ORL,L,0.515,0.5
ORL,L,0.185,0.333
ORL,L,0.2,0.333
ORL,L,0.308,0.533
ORL,L,0.25,0.333
ORL,W,0.423,0.391
ORL,L,0.444,0.5
ORL,L,0.194,0.36
ORL,L,0.194,0.441
ORL,L,0.378,0.441
ORL,L,0.379,0.346
ORL,L,0.276,0.211
ORL,L,0.414,0.25
ORL,W,0.355,0.438
ORL,L,0.227,0.294
ORL,W,0.286,0.296
ORL,L,0.355,0.308
ORL,L,0.32,0.278
ORL,L,0.484,0.371
ORL,W,0.563,0.2
ORL,L,0.313,0.269
ORL,W,0.433,0.13
ORL,W,0.273,0.324
ORL,W,0.31,0.4
ORL,L,0.267,0.36
ORL,L,0.323,0.281
ORL,L,0.405,0.433
ORL,L,0.458,0.28
ORL,L,0.419,0.333
ORL,L,0.414,0.44
ORL,L,0.433,0.4
ORL,W,0.361,0.414
ORL,W,0.32,0.273
ORL,L,0.324,0.323
ORL,L,0.429,0.333
ORL,L,0.31,0.36
ORL,L,0.333,0.389
ORL,L,0.304,0.474
ORL,W,0.529,0.417
ORL,L,0.179,0.346
ORL,L,0.36,0.389
ORL,L,0.303,0.405
ORL,W,0.367,0.241
PHI,L,0.429,0.273
PHI,L,0.313,0.345
PHI,L,0.333,0.295
PHI,W,0.375,0.2
PHI,L,0.333,0.308
PHI,W,0.457,0.475
PHI,W,0.417,0.277
PHI,W,0.371,0.348
PHI,W,0.5,0.286
PHI,W,0.444,0.231
PHI,L,0.405,0.444
PHI,L,0.429,0.519
PHI,W,0.219,0.375
PHI,W,0.219,0.111
PHI,L,0.345,0.304
PHI,W,0.267,0.321
PHI,W,0.344,0.269
PHI,W,0.471,0.387
PHI,L,0.107,0.405
PHI,W,0.167,0.409
PHI,L,0.5,0.414
PHI,W,0.357,0.29
PHI,L,0.233,0.455
PHI,L,0.385,0.393
PHI,L,0.333,0.483
PHI,L,0.31,0.625
PHI,W,0.423,0.172
PHI,L,0.283,0.429
PHI,L,0.424,0.464
PHI,L,0.286,0.259
PHI,L,0.31,0.343
PHI,L,0.259,0.333
PHI,W,0.357,0.267
PHI,L,0.5,0.333
PHI,W,0.333,0.219
PHI,W,0.417,0.37
PHI,W,0.318,0.32
PHI,W,0.467,0.318
PHI,L,0.393,0.371
PHI,W,0.24,0.281
PHI,W,0.353,0.241
PHI,W,0.4,0.313
PHI,L,0.452,0.385
PHI,W,0.5,0.297
PHI,W,0.429,0.125
PHI,L,0.379,0.303
PHI,L,0.077,0.393
PHI,L,0.389,0.406
PHI,W,0.333,0.324
PHI,L,0.313,0.333
PHI,W,0.5,0.259
PHI,W,0.412,0.258
PHI,W,0.394,0.25
PHI,W,0.526,0.25
PHI,W,0.257,0.407
PHI,W,0.379,0.529
PHI,W,0.333,0.419
PHI,L,0.273,0.48
PHI,L,0.387,0.333
PHI,W,0.333,0.281
PHI,W,0.375,0.458
PHI,L,0.5,0.435
PHI,W,0.485,0.379
PHI,L,0.405,0.538
PHI,W,0.346,0.357
PHI,L,0.333,0.208
PHI,W,0.405,0.25
PHI,W,0.444,0.5
PHI,W,0.409,0.273
PHI,W,0.355,0.333
PHI,W,0.405,0.303
PHI,W,0.351,0.261
PHO,L,0.259,0.583
PHO,L,0.483,0.462
PHO,L,0.25,0.462
PHO,W,0.333,0.409
PHO,W,0.316,0.24
PHO,L,0.346,0.423
PHO,W,0.455,0.29
PHO,W,0.375,0.333
PHO,L,0.281,0.308
PHO,L,0.348,0.5
PHO,L,0.24,0.25
PHO,L,0.414,0.4
PHO,L,0.208,0.464
PHO,W,0.385,0.2
PHO,L,0.269,0.424
PHO,L,0.333,0.477
PHO,W,0.406,0.28
PHO,W,0.259,0.333
PHO,L,0.318,0.276
PHO,L,0.1,0.333
PHO,L,0.5,0.429
PHO,W,0.367,0.4
PHO,L,0.318,0.464
PHO,L,0.292,0.452
PHO,W,0.455,0.233
PHO,L,0.375,0.417
PHO,L,0.304,0.381
PHO,L,0.28,0.316
PHO,L,0.219,0.318
PHO,L,0.333,0.346
PHO,W,0.458,0.333
PHO,W,0.4,0.297
PHO,L,0.229,0.333
PHO,W,0.385,0.192
PHO,L,0.344,0.375
PHO,W,0.364,0.15
PHO,W,0.433,0.348
PHO,L,0.37,0.417
PHO,W,0.318,0.323
PHO,L,0.371,0.444
PHO,L,0.233,0.367
PHO,W,0.436,0.296
PHO,L,0.424,0.319
PHO,L,0.243,0.478
PHO,L,0.39,0.486
PHO,W,0.424,0.389
PHO,L,0.346,0.294
PHO,L,0.257,0.375
PHO,L,0.333,0.36
PHO,L,0.242,0.297
PHO,L,0.304,0.5
PHO,W,0.367,0.278
PHO,L,0.273,0.517
PHO,L,0.517,0.263
PHO,L,0.276,0.423
PHO,L,0.094,0.5
PHO,L,0.368,0.448
PHO,L,0.13,0.423
PHO,L,0.414,0.294
PHO,L,0.29,0.438
PHO,L,0.423,0.2
PHO,L,0.292,0.286
PHO,W,0.286,0.419
PHO,L,0.44,0.324
PHO,L,0.423,0.515
PHO,L,0.417,0.333
PHO,L,0.243,0.394
PHO,L,0.563,0.406
PHO,L,0.188,0.486
PHO,L,0.438,0.333
PHO,L,0.458,0.419
PHO,L,0.206,0.417
PHO,L,0.25,0.276
PHO,L,0.241,0.367
POR,W,0.583,0.259
POR,W,0.474,0.222
POR,L,0.393,0.389
POR,W,0.345,0.3
POR,L,0.452,0.321
POR,W,0.423,0.346
POR,L,0.308,0.333
POR,L,0.265,0.448
POR,W,0.409,0.222
POR,W,0.35,0.333
POR,L,0.316,0.368
POR,L,0.348,0.316
POR,W,0.333,0.281
POR,W,0.519,0.379
POR,L,0.28,0.286
POR,W,0.476,0.471
POR,W,0.4,0.267
POR,L,0.269,0.344
POR,W,0.4,0.4
POR,W,0.375,0.348
POR,W,0.333,0.333
POR,L,0.261,0.3
POR,L,0.314,0.484
POR,L,0.444,0.44
POR,L,0.439,0.4
POR,L,0.25,0.5
POR,W,0.357,0.433
POR,W,0.444,0.345
POR,W,0.417,0.226
POR,L,0.417,0.368
POR,L,0.24,0.353
POR,L,0.273,0.28
POR,W,0.4,0.32
POR,W,0.333,0.5
POR,L,0.28,0.467
POR,W,0.424,0.407
POR,L,0.406,0.406
POR,W,0.433,0.308
POR,W,0.348,0.478
POR,W,0.435,0.419
POR,L,0.346,0.316
POR,L,0.286,0.368
POR,L,0.44,0.368
POR,W,0.486,0.39
POR,W,0.313,0.269
POR,W,0.5,0.4
POR,L,0.32,0.333
POR,W,0.548,0.375
POR,W,0.333,0.333
POR,W,0.433,0.273
POR,W,0.469,0.382
POR,L,0.333,0.475
POR,L,0.419,0.417
POR,L,0.303,0.5
POR,W,0.29,0.394
POR,W,0.429,0.391
POR,L,0.36,0.5
POR,W,0.364,0.351
POR,W,0.375,0.24
POR,W,0.2,0.423
POR,W,0.441,0.318
POR,W,0.3,0.2
POR,W,0.333,0.222
POR,W,0.435,0.297
POR,W,0.606,0.368
POR,W,0.41,0.429
POR,W,0.389,0.323
POR,W,0.343,0.333
POR,W,0.258,0.4
POR,W,0.483,0.391
POR,L,0.393,0.528
POR,L,0.242,0.611
POR,W,0.265,0.296
SAC,L,0.348,0.267
SAC,W,0.435,0.333
SAC,L,0.364,0.333
SAC,L,0.409,0.333
SAC,L,0.35,0.406
SAC,L,0.273,0.5
SAC,L,0.143,0.414
SAC,L,0.3,0.415
SAC,L,0.476,0.542
SAC,W,0.375,0.27
SAC,W,0.444,0.405
SAC,L,0.318,0.444
SAC,L,0.522,0.324
SAC,L,0.214,0.5
SAC,W,0.286,0.28
SAC,L,0.471,0.476
SAC,L,0.4,0.469
SAC,W,0.476,0.517
SAC,L,0.524,0.321
SAC,W,0.529,0.432
SAC,L,0.294,0.409
SAC,W,0.333,0.361
SAC,L,0.458,0.316
SAC,L,0.313,0.359
SAC,W,0.433,0.357
SAC,L,0.435,0.297
SAC,W,0.318,0.219
SAC,L,0.424,0.476
SAC,L,0.423,0.433
SAC,W,0.259,0.286
SAC,W,0.368,0.357
SAC,L,0.545,0.478
SAC,L,0.318,0.419
SAC,W,0.4,0.387
SAC,L,0.348,0.433
SAC,L,0.375,0.467
SAC,L,0.412,0.469
SAC,W,0.36,0.382
SAC,L,0.348,0.423
SAC,L,0.381,0.343
SAC,L,0.308,0.419
SAC,L,0.353,0.387
SAC,L,0.233,0.3
SAC,L,0.619,0.414
SAC,L,0.407,0.294
SAC,L,0.455,0.4
SAC,W,0.308,0.355
SAC,W,0.417,0.353
SAC,L,0.529,0.44
SAC,W,0.385,0.36
SAC,L,0.4,0.515
SAC,L,0.296,0.317
SAC,W,0.344,0.389
SAC,L,0.391,0.429
SAC,L,0.4,0.375
SAC,W,0.414,0.375
SAC,L,0.313,0.286
SAC,L,0.444,0.4
SAC,L,0.52,0.447
SAC,L,0.364,0.438
SAC,L,0.318,0.441
SAC,W,0.429,0.37
SAC,L,0.3,0.344
SAC,W,0.433,0.286
SAC,L,0.321,0.423
SAC,W,0.36,0.31
SAC,L,0.194,0.405
SAC,L,0.364,0.444
SAC,W,0.333,0.419
SAC,W,0.452,0.462
SAC,L,0.667,0.25
SAC,L,0.261,0.483
SAC,W,0.476,0.333
SAC,L,0.269,0.545
SAS,W,0.381,0.421
SAS,W,0.083,0.286
SAS,W,0.25,0.27
SAS,W,0.588,0.346
SAS,L,0.167,0.478
SAS,L,0.321,0.455
SAS,L,0.462,0.355
SAS,L,0.292,0.5
SAS,W,0.333,0.333
SAS,W,0.5,0.348
SAS,W,0.536,0.367
SAS,L,0.31,0.278
SAS,W,0.667,0.261
SAS,W,0.231,0.294
SAS,L,0.292,0.5
SAS,W,0.4,0.391
SAS,W,0.323,0.267
SAS,L,0.25,0.292
SAS,W,0.24,0.16
SAS,W,0.417,0.438
SAS,W,0.4,0.5
SAS,W,0.407,0.333
SAS,L,0.286,0.273
SAS,W,0.452,0.296
SAS,W,0.52,0.529
SAS,W,0.296,0.289
SAS,W,0.316,0.28
SAS,L,0.25,0.375
SAS,L,0.385,0.36
SAS,W,0.2,0.357
SAS,W,0.375,0.31
SAS,W,0.353,0.24
SAS,L,0.476,0.462
SAS,W,0.478,0.545
SAS,W,0.438,0.375
SAS,W,0.45,0.357
SAS,L,0.192,0.333
SAS,W,0.37,0.318
SAS,L,0.32,0.318
SAS,W,0.367,0.233
SAS,L,0.478,0.348
SAS,W,0.423,0.348
SAS,L,0.4,0.342
SAS,W,0.519,0.25
SAS,L,0.364,0.36
SAS,W,0.474,0.361
SAS,L,0.25,0.346
SAS,L,0.265,0.211
SAS,W,0.286,0.286
SAS,W,0.417,0.111
SAS,L,0.125,0.429
SAS,W,0.44,0.529
SAS,W,0.375,0.435
SAS,L,0.25,0.333
SAS,L,0.385,0.522
SAS,W,0.5,0.094
SAS,L,0.185,0.444
SAS,L,0.24,0.458
SAS,L,0.273,0.313
SAS,L,0.313,0.375
SAS,W,0.474,0.235
SAS,L,0.346,0.346
SAS,L,0.233,0.441
SAS,W,0.273,0.364
SAS,L,0.273,0.267
SAS,L,0.5,0.357
SAS,L,0.393,0.295
SAS,W,0.474,0.304
SAS,W,0.269,0.375
SAS,W,0.231,0.583
SAS,W,0.348,0.158
SAS,W,0.304,0.32
SAS,W,0.412,0.393
SAS,L,0.235,0.333
TOR,W,0.448,0.313
TOR,W,0.295,0.333
TOR,L,0.27,0.25
TOR,L,0.235,0.462
TOR,W,0.241,0.13
TOR,W,0.333,0.308
TOR,L,0.355,0.5
TOR,W,0.367,0.348
TOR,L,0.208,0.478
TOR,W,0.52,0.379
TOR,W,0.381,0.419
TOR,L,0.417,0.385
TOR,W,0.467,0.308
TOR,W,0.471,0.37
TOR,W,0.346,0.391
TOR,W,0.256,0.579
TOR,L,0.368,0.333
TOR,L,0.3,0.423
TOR,W,0.406,0.222
TOR,W,0.438,0.474
TOR,W,0.313,0.308
TOR,W,0.417,0.375
TOR,W,0.419,0.333
TOR,W,0.297,0.435
TOR,L,0.241,0.222
TOR,W,0.346,0.333
TOR,W,0.25,0.304
TOR,W,0.433,0.423
TOR,W,0.485,0.304
TOR,W,0.343,0.31
TOR,W,0.333,0.259
TOR,L,0.31,0.25
TOR,L,0.289,0.36
TOR,W,0.351,0.375
TOR,W,0.424,0.481
TOR,W,0.395,0.394
TOR,W,0.303,0.412
TOR,W,0.294,0.364
TOR,L,0.333,0.182
TOR,W,0.429,0.231
TOR,L,0.32,0.375
TOR,L,0.281,0.24
TOR,W,0.355,0.357
TOR,W,0.346,0.25
TOR,L,0.364,0.438
TOR,W,0.389,0.333
TOR,L,0.259,0.476
TOR,W,0.387,0.32
TOR,W,0.31,0.417
TOR,L,0.414,0.333
TOR,W,0.475,0.333
TOR,W,0.171,0.32
TOR,W,0.472,0.435
TOR,W,0.372,0.259
TOR,W,0.486,0.435
TOR,W,0.371,0.414
TOR,W,0.368,0.167
TOR,L,0.265,0.5
TOR,W,0.447,0.318
TOR,W,0.4,0.433
TOR,W,0.303,0.375
TOR,W,0.293,0.238
TOR,W,0.278,0.286
TOR,W,0.3,0.5
TOR,W,0.395,0.333
TOR,W,0.457,0.333
TOR,W,0.355,0.417
TOR,W,0.375,0.292
TOR,W,0.333,0.273
TOR,L,0.5,0.476
TOR,W,0.389,0.36
TOR,L,0.441,0.625
TOR,W,0.483,0.407
TOR,L,0.444,0.444
UTA,W,0.375,0.481
UTA,L,0.409,0.318
UTA,W,0.31,0.333
UTA,L,0.25,0.345
UTA,L,0.24,0.316
UTA,W,0.419,0.227
UTA,W,0.457,0.5
UTA,W,0.448,0.265
UTA,L,0.348,0.367
UTA,L,0.382,0.59
UTA,L,0.231,0.444
UTA,L,0.238,0.4
UTA,W,0.379,0.304
UTA,L,0.35,0.5
UTA,L,0.486,0.429
UTA,L,0.462,0.459
UTA,W,0.412,0.276
UTA,L,0.321,0.267
UTA,W,0.4,0.238
UTA,W,0.563,0.381
UTA,W,0.438,0.206
UTA,W,0.486,0.345
UTA,W,0.4,0.5
UTA,W,0.471,0.2
UTA,L,0.333,0.222
UTA,L,0.367,0.429
UTA,L,0.348,0.412
UTA,L,0.3,0.412
UTA,W,0.52,0.29
UTA,L,0.5,0.455
UTA,L,0.296,0.395
UTA,L,0.226,0.348
UTA,W,0.462,0.476
UTA,L,0.231,0.414
UTA,L,0.286,0.367
UTA,L,0.261,0.478
UTA,W,0.323,0.3
UTA,L,0.219,0.467
UTA,L,0.364,0.4
UTA,L,0.313,0.31
UTA,W,0.333,0.4
UTA,L,0.343,0.333
UTA,L,0.273,0.538
UTA,W,0.414,0.619
UTA,L,0.355,0.55
UTA,W,0.393,0.306
UTA,L,0.267,0.462
UTA,W,0.323,0.226
UTA,W,0.476,0.259
UTA,W,0.5,0.2
UTA,W,0.517,0.273
UTA,W,0.522,0.385
UTA,W,0.667,0.364
UTA,W,0.273,0.348
UTA,W,0.345,0.375
UTA,W,0.5,0.36
UTA,W,0.458,0.24
UTA,W,0.294,0.414
UTA,L,0.24,0.375
UTA,W,0.281,0.286
UTA,L,0.241,0.273
UTA,W,0.31,0.529
UTA,W,0.344,0.3
UTA,W,0.323,0.324
UTA,W,0.355,0.13
UTA,W,0.406,0.273
UTA,W,0.375,0.286
UTA,W,0.382,0.2
UTA,W,0.333,0.438
UTA,W,0.25,0.667
UTA,L,0.176,0.273
UTA,W,0.414,0.531
UTA,L,0.393,0.412
UTA,W,0.429,0.4
WAS,W,0.273,0.429
WAS,W,0.353,0.435
WAS,W,0.3,0.348
WAS,L,0.231,0.233
WAS,L,0.455,0.263
WAS,W,0.5,0.273
WAS,L,0.333,0.375
WAS,L,0.393,0.444
WAS,W,0.478,0.208
WAS,L,0.4,0.367
WAS,W,0.333,0.13
WAS,W,0.292,0.424
WAS,W,0.324,0.522
WAS,W,0.474,0.433
WAS,L,0.286,0.286
WAS,L,0.579,0.256
WAS,W,0.375,0.182
WAS,L,0.333,0.357
WAS,L,0.348,0.375
WAS,W,0.357,0.333
WAS,L,0.409,0.167
WAS,W,0.333,0.3
WAS,L,0.2,0.471
WAS,W,0.44,0.444
WAS,W,0.381,0.304
WAS,L,0.406,0.438
WAS,L,0.182,0.233
WAS,W,0.409,0.357
WAS,W,0.226,0.292
WAS,L,0.364,0.412
WAS,W,0.4,0.25
WAS,L,0.25,0.341
WAS,W,0.533,0.308
WAS,W,0.231,0.483
WAS,L,0.375,0.297
WAS,W,0.5,0.292
WAS,W,0.444,0.229
WAS,W,0.391,0.368
WAS,W,0.37,0.333
WAS,L,0.381,0.318
WAS,L,0.4,0.333
WAS,W,0.25,0.414
WAS,W,0.435,0.279
WAS,L,0.286,0.5
WAS,L,0.565,0.484
WAS,W,0.457,0.333
WAS,L,0.219,0.323
WAS,L,0.457,0.333
WAS,W,0.563,0.279
WAS,W,0.28,0.281
WAS,W,0.333,0.414
WAS,W,0.269,0.313
WAS,W,0.28,0.414
WAS,L,0.259,0.5
WAS,L,0.462,0.346
WAS,W,0.342,0.281
WAS,W,0.318,0.474
WAS,W,0.4,0.229
WAS,L,0.36,0.436
WAS,W,0.48,0.273
WAS,W,0.35,0.385
WAS,L,0.344,0.417
WAS,L,0.375,0.303
WAS,L,0.37,0.32
WAS,W,0.583,0.273
WAS,W,0.346,0.3
WAS,L,0.35,0.357
WAS,L,0.4,0.333
WAS,W,0.375,0.462
WAS,W,0.5,0.5
WAS,L,0.32,0.304
WAS,L,0.5,0.5
WAS,L,0.316,0.273
